100.20.194.4:80,http,0.033834
1.13.165.87:1080,socks5,1.615836
1.186.85.74:5678,socks4,1.584325
1.13.165.87:8080,socks5,3.424978
103.115.26.254:80,http,0.540808
103.124.197.78:1080,socks4,1.046931
101.132.189.87:9090,http,2.68494
103.134.177.182:8888,http,0.891417
103.156.141.249:1080,socks5,1.319187
101.51.121.203:4153,socks4,3.959106
103.231.78.36:80,http,1.014248
103.242.104.44:5678,socks4,1.110288
103.143.196.44:1080,socks4,3.864051
104.16.88.20:80,http,0.0685
104.16.214.232:80,http,0.096765
104.16.118.229:80,http,0.10943
104.16.69.82:80,http,0.116483
104.16.213.74:80,http,0.134498
104.17.2.81:80,http,0.075473
104.17.64.0:80,http,0.047284
104.17.112.188:80,http,0.062941
104.17.237.11:80,http,0.051802
104.17.210.9:80,http,0.049954
104.18.14.152:80,http,0.037525
104.18.13.224:80,http,0.040151
104.22.1.113:80,http,0.026668
104.22.14.154:80,http,0.065534
104.22.48.68:80,http,0.062371
103.60.161.2:80,http,0.514827
104.24.157.33:80,http,0.036745
104.24.251.122:80,http,0.059245
104.25.230.252:80,http,0.038192
104.26.4.192:80,http,0.042209
103.62.144.152:30590,socks4,1.09484
103.46.128.49:49187,socks5,2.087414
104.26.1.40:80,http,0.232571
104.27.1.147:80,http,0.239929
104.26.11.155:80,http,0.228082
103.220.30.61:5678,socks4,2.088066
103.84.39.85:3629,socks4,0.949677
104.28.10.24:80,http,0.043561
104.28.4.150:80,http,0.032912
104.28.0.99:80,http,0.028616
102.130.79.1:3128,http,7.551022
103.50.170.121:4145,socks4,1.95487
106.240.89.60:4145,socks4,0.793269
106.14.255.124:80,http,0.588762
109.107.174.228:1080,socks5,0.54801
108.61.160.17:80,http,0.372391
109.127.82.114:5678,socks4,1.060597
109.232.106.150:52435,socks4,0.835203
1.2.180.111:4145,socks4,1.178605
109.233.212.105:4145,socks4,0.784868
102.66.230.187:5678,socks4,8.567038
103.243.81.252:30384,socks4,2.332214
103.44.14.129:4145,socks4,2.144639
1.179.130.201:4153,socks4,2.037107
101.108.180.168:4145,socks4,1.388633
1.162.89.89:8080,http,0.922845
103.100.14.255:4153,socks4,0.875401
102.38.50.65:4153,socks4,1.087261
103.109.59.77:1080,socks4,1.085555
109.224.22.35:51372,socks4,1.237912
109.125.128.71:5678,socks4,2.41899
1.179.186.69:1080,socks4,4.013953
103.145.162.179:4153,socks4,0.974325
103.140.189.94:5678,socks4,1.741609
103.14.251.16:4153,socks4,8.753383
109.68.189.22:54643,socks4,1.585189
102.39.80.40:4153,socks4,4.18041
103.164.223.35:5678,socks4,1.276529
103.160.201.76:1080,socks4,3.910325
103.212.93.253:41363,socks4,0.712819
102.177.48.134:1080,socks4,4.762803
1.53.137.84:4145,socks4,8.055131
111.22.3.126:8085,http,2.441391
113.125.124.159:51800,socks4,1.642494
103.81.196.128:5678,socks4,0.885488
103.239.54.47:3629,socks4,0.796804
103.146.184.54:1082,socks4,3.05994
112.6.117.135:8085,http,1.476094
103.145.161.162:5678,socks4,3.206698
103.163.169.73:1080,socks4,2.363501
103.144.18.67:8082,http,2.059707
103.122.84.27:5678,socks4,4.878365
103.43.5.153:5678,socks4,1.2133
103.28.112.3:5430,socks4,1.412174
103.53.45.142:5678,socks4,1.494961
103.210.29.193:31433,socks4,2.477206
103.221.254.102:54409,socks4,2.468012
103.144.181.122:44550,socks4,4.638306
103.247.13.178:1080,socks4,2.060198
103.249.25.50:5678,socks4,2.071417
103.158.121.194:1080,socks4,4.023231
103.156.14.50:5678,socks4,4.207104
103.58.75.24:5678,socks4,1.879831
103.99.110.222:5678,socks4,0.742674
103.209.204.141:5678,socks4,3.053177
113.252.54.73:80,http,0.713872
103.240.168.138:6667,socks4,3.072739
103.214.80.10:4153,socks4,4.036849
103.78.25.99:5678,socks4,2.044802
103.83.116.147:5678,socks4,1.962667
103.239.165.30:4673,socks4,3.872128
101.51.121.141:4153,socks4,8.227565
103.78.13.187:5678,socks4,1.984961
103.119.55.21:8082,http,3.437028
103.4.167.46:8080,http,2.944437
106.75.169.151:10801,socks5,11.203079
103.138.14.122:8080,http,5.463717
103.254.94.154:5678,socks4,5.084532
103.110.59.3:35294,socks4,8.955132
103.250.166.4:6667,socks4,5.16954
103.161.76.84:8080,socks4,9.29082
103.76.172.230:4153,socks4,4.789564
115.56.240.254:7302,socks5,3.366949
116.58.232.241:4145,socks4,2.577691
103.144.18.151:5678,socks4,8.493172
103.144.161.104:8291,socks4,8.706214
103.69.44.21:4153,socks4,4.981242
109.238.222.5:42401,socks4,1.417965
109.73.189.13:5678,socks4,4.152845
101.230.4.168:80,http,0.641758
112.78.144.60:4145,socks4,8.16757
101.201.101.159:22,http,1.037023
103.106.78.194:9090,http,1.72196
103.10.62.238:7893,http,1.742153
117.158.157.141:7302,socks5,4.598358
103.169.130.28:5678,socks4,9.294118
110.78.186.8:4145,socks4,1.916986
102.68.128.219:8080,http,1.854411
111.221.54.48:33527,socks4,1.927722
103.172.113.66:5678,socks4,9.025154
110.235.255.179:5678,socks4,2.538256
109.173.98.43:1080,socks4,4.36479
103.129.80.138:80,http,0.903054
103.217.213.145:4145,socks4,9.317082
110.78.164.234:4153,socks4,2.464445
103.30.0.249:4145,socks4,8.708841
102.68.129.30:8080,http,3.228341
103.250.157.50:6667,socks4,8.894708
103.152.232.162:8080,http,0.799681
109.238.222.1:4153,socks4,4.66083
103.155.217.105:41404,http,0.633375
112.133.192.231:5678,socks4,1.778691
103.144.165.86:8080,http,0.766073
103.149.162.195:80,http,0.568123
109.73.178.197:5678,socks4,7.91308
113.11.60.255:5678,socks4,2.19581
112.78.170.27:2580,socks4,2.164083
111.160.16.186:10800,socks4,4.971902
114.141.61.5:4145,socks4,9.239377
103.154.120.107:8080,http,3.487322
116.118.98.23:5678,socks4,1.552624
103.209.64.19:6666,http,1.14348
101.255.164.58:8080,http,6.069471
113.108.247.146:20086,socks4,2.40611
103.154.24.18:8080,http,3.746717
103.179.252.14:8181,http,3.79001
103.161.164.107:8181,http,3.704389
103.155.217.105:41411,http,3.477212
103.161.184.218:80,http,0.771132
103.133.26.108:8181,http,3.394662
103.156.128.245:8080,http,2.63228
103.232.215.194:80,http,2.346517
103.156.17.35:8181,http,4.078562
103.156.75.38:8080,http,3.449353
1.32.59.217:47045,http,8.056825
103.97.200.52:80,http,0.562906
103.156.75.131:8080,http,4.189
109.121.50.69:1080,socks4,8.255282
103.109.195.187:9812,http,6.679702
103.178.43.2:8181,http,2.696101
114.242.116.52:4145,socks4,1.635317
117.102.72.115:4153,socks4,8.181528
103.156.249.31:1080,http,4.620827
103.155.217.156:41476,http,0.777451
103.146.196.33:8080,http,0.732703
107.150.6.93:51310,socks4,10.183906
103.248.93.5:8080,http,3.623698
103.171.5.129:8080,http,2.011307
103.115.14.125:80,http,7.297612
103.115.14.189:80,http,5.857319
103.115.14.43:80,http,6.571549
103.115.14.121:80,http,5.873701
103.115.14.41:80,http,5.591099
102.68.128.218:8080,http,4.615177
103.209.248.86:8080,http,5.07055
103.164.116.170:8080,http,2.801326
110.77.196.238:4145,socks4,8.175738
103.161.164.109:8181,http,4.997655
110.78.146.50:4145,socks4,8.153312
111.160.16.187:10800,socks4,7.987942
103.138.41.132:8080,http,6.475883
103.78.170.13:83,http,3.281846
103.77.10.22:8080,http,3.119445
103.231.218.246:8080,http,5.446425
103.164.191.90:8181,http,4.956966
103.80.83.48:3127,http,2.777507
103.168.52.1:1344,http,4.694138
105.19.63.217:9812,http,2.437629
103.85.114.244:8080,http,3.486825
103.152.100.183:8080,http,6.079503
103.217.213.125:55443,http,5.138432
103.71.22.2:83,http,5.486328
119.42.67.12:4145,socks4,3.241461
103.11.106.148:8181,http,10.919602
103.155.199.24:8181,http,9.064366
103.103.212.222:53281,http,11.435272
103.84.234.194:8089,http,4.957267
103.14.198.50:83,http,5.436447
103.6.11.138:9812,http,6.990344
102.68.128.217:8080,http,4.022341
109.201.9.99:8080,http,2.472268
103.155.217.105:41407,http,0.820632
103.80.83.158:8181,http,5.190877
113.161.89.151:5678,socks4,9.346106
103.228.246.37:3127,http,4.832638
116.206.19.174:1080,socks4,5.427401
117.102.78.165:1080,socks4,4.791352
115.85.84.163:5678,socks4,7.917608
122.152.52.254:5678,socks4,0.980125
121.200.60.198:8010,socks4,3.361977
103.253.27.151:8080,http,8.13247
109.73.40.42:8080,http,3.359202
117.198.221.34:4153,socks4,1.893749
119.136.16.70:8326,socks4,9.681867
109.201.9.100:8080,http,4.879435
124.105.29.181:13629,socks4,0.980518
103.155.196.23:8080,http,11.368118
103.130.70.250:83,http,11.72594
113.160.159.160:19132,http,1.613659
103.147.77.66:5003,http,4.215427
119.18.158.131:4153,socks4,0.773315
103.81.214.254:83,http,8.441503
103.159.220.65:8080,http,11.808508
111.90.177.54:8080,http,2.953
109.200.156.102:8080,http,4.154691
113.160.94.26:19132,http,4.664805
103.215.207.50:83,http,12.523206
103.152.93.218:8181,http,14.223485
123.183.174.69:7302,socks5,4.562355
103.168.52.1:1345,http,11.915459
103.168.52.1:1335,http,4.914636
119.2.54.25:5678,socks4,3.01281
112.78.134.133:7777,http,3.976996
113.190.155.80:19132,http,3.628647
123.31.12.41:51124,socks5,5.119557
113.167.107.203:19132,http,4.200334
119.18.159.6:4145,socks4,3.884635
103.80.77.1:443,http,11.32344
114.4.104.254:3128,http,1.212958
124.67.161.108:7300,socks5,4.09039
124.126.18.167:8000,socks5,4.824311
119.235.50.58:4153,socks4,3.720237
125.66.165.154:7302,socks5,4.102464
125.141.133.99:5566,socks5,5.151152
109.238.190.232:8080,http,2.013767
130.61.129.176:80,http,0.040374
130.61.141.253:80,http,0.064107
130.61.128.184:80,http,0.054428
130.61.131.206:80,http,0.067859
130.61.221.5:80,http,0.216124
130.61.129.58:80,http,0.091581
109.200.159.27:8080,http,10.005335
130.61.150.96:80,http,0.126628
130.61.219.40:80,http,0.096123
130.61.154.78:80,http,0.10768
130.61.217.7:80,http,0.148963
130.61.221.111:80,http,0.098362
130.61.222.208:80,http,0.126307
130.61.220.135:80,http,0.145772
130.61.211.35:80,http,0.08776
130.61.216.226:80,http,0.136392
130.61.226.124:80,http,0.100711
130.61.249.78:80,http,0.090767
130.61.143.47:80,http,0.102162
130.61.131.243:80,http,0.173003
116.197.134.98:8080,http,3.13355
130.61.235.210:80,http,0.124211
130.61.237.149:80,http,0.109455
123.119.109.75:1080,socks5,9.062977
120.88.34.92:5678,socks4,2.429384
122.252.179.66:5678,socks4,2.196696
118.174.14.65:44336,socks4,8.409901
117.54.114.98:80,http,8.879917
120.220.220.95:8085,http,12.723725
130.0.25.46:5678,socks4,0.513459
121.200.62.246:4153,socks4,3.9533
110.39.39.155:8080,http,9.0027
116.254.116.99:8080,http,6.021874
123.200.4.42:4145,socks4,1.060895
123.49.53.170:5678,socks4,1.211268
132.145.96.86:8000,socks5,3.935827
113.160.235.248:19132,http,10.576525
103.207.3.6:83,http,13.691693
117.204.253.21:8080,http,3.23011
117.54.114.100:80,http,3.588766
138.3.244.11:80,http,0.044481
138.68.188.244:80,http,0.034241
138.3.244.218:80,http,0.053848
138.68.179.207:80,http,0.032387
138.68.176.83:80,http,0.039478
138.68.184.110:80,http,0.033205
118.190.244.234:3128,http,1.790753
138.68.186.243:80,http,0.025074
124.158.144.187:1080,socks4,2.078072
103.159.46.25:82,http,14.656083
124.67.67.17:5678,socks4,1.9204
138.2.72.230:1080,socks5,2.420738
114.7.27.98:8080,http,7.097021
139.180.140.164:1080,socks5,0.924454
129.205.198.66:5678,socks4,0.836812
