101.32.48.146:80,http,0.315639
101.53.154.137:2007,http,0.505633
103.85.106.213:8080,http,0.475347
111.3.118.247:30001,http,0.596685
119.13.100.174:3128,http,0.635276
119.28.137.105:9150,http,0.309665
104.144.72.109:6141,http,0.531171
104.144.51.3:7534,http,0.539588
122.9.101.6:8888,http,0.736394
136.226.32.243:80,http,0.122269
136.226.33.105:80,http,0.132674
136.226.32.237:80,http,0.122413
136.226.33.108:80,http,0.113165
136.226.33.104:80,http,0.127445
136.226.32.235:80,http,0.128831
128.199.196.151:443,http,0.35323
136.226.33.107:80,http,0.126549
128.1.136.103:9999,http,0.546785
141.193.213.21:443,http,0.056847
142.250.68.1:80,http,0.026408
104.227.223.5:8092,http,0.288969
104.227.133.191:7253,http,0.368295
104.227.173.196:8259,http,0.361157
104.227.76.109:6206,http,0.543817
151.1.210.14:8080,http,0.357005
147.135.134.57:9300,http,0.372561
158.69.71.245:9300,http,0.171349
158.69.72.138:9300,http,0.239646
158.69.27.94:9300,http,0.197639
158.69.64.142:9300,http,0.287451
154.85.35.235:8888,http,0.425009
107.152.192.150:7205,http,0.403662
107.152.192.192:7247,http,0.572472
113.30.152.231:5289,http,0.817571
113.30.154.104:5781,http,0.542842
113.30.154.193:5870,http,0.836223
103.148.72.126:80,http,1.914669
122.116.150.2:9000,http,0.870099
110.77.205.207:80,http,2.696816
138.128.114.223:7789,http,0.353795
167.114.96.27:9300,http,0.819869
165.22.101.15:80,http,0.355661
104.200.18.76:3128,http,0.357189
138.128.114.115:7681,http,0.548978
144.76.60.58:8118,http,8.373167
138.122.194.13:7089,http,0.693262
132.255.132.123:7646,http,0.514023
138.128.68.202:7270,http,0.70383
138.128.114.125:7691,http,0.653437
138.128.106.218:8783,http,0.694692
138.128.106.179:8744,http,0.695854
138.128.106.250:8815,http,0.656032
138.128.97.228:7818,http,0.498815
144.168.151.135:6179,http,0.45456
144.168.220.247:8293,http,0.418588
144.168.140.35:8106,http,0.460279
144.168.145.217:6265,http,1.070708
158.69.52.218:9300,http,0.16151
156.238.7.239:6251,http,1.065182
154.85.101.238:5669,http,1.045565
106.249.44.10:3128,http,1.050288
156.238.5.187:5528,http,1.167118
156.238.7.232:6244,http,1.286774
154.92.123.191:5529,http,1.350188
154.194.10.125:6138,http,1.155726
154.92.123.50:5388,http,1.763178
161.0.70.145:5734,http,0.662181
154.85.101.206:5637,http,1.853936
109.72.225.83:9100,http,3.291574
103.178.43.6:8181,http,12.882571
120.79.112.57:1284,http,0.3712
136.226.33.106:443,http,0.237073
143.198.146.108:3128,http,0.073789
149.210.169.65:3128,http,0.331354
13.233.10.152:9050,http,0.550135
159.203.84.241:3128,http,0.152522
158.255.215.50:9005,http,0.291734
